Account,Post Type,Media ID,Caption,Date,Location,Post URL,Type Name,Media Count,Caption Hashtags,Caption Mentions,Likes,Comments,Title,URL,regex_street_address,ny_regex_street_address,regex_latitude,regex_longitude,regex_coordinates,caption cleaned,caption parts,burrough,lat_long_pairs,regex_distance,parsed_distance,regex_nearby,parsed_nearby,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
stoopingnyc,post,3.229727220750076e+18,Pic is a little dark but we think it’s worth the journey! St Felix and Hancock #stoopingbrooklyn,2023-11-06 01:18:29,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.65, lng=-73.95)",https://www.instagram.com/p/CzSS8uiN8eB,GraphImage,1,stoopingbrooklyn,[],106,0,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/398808668_311350021683259_6382636472989907018_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMzA2eDE0NTguc2RyIn0&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=20uQStikRoAAX-rxC42&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyOTcyNzIyMDc1MDA3NTc3Nw%3D%3D.2-ccb7-5&oh=00_AfBJrXokT2EDCdrHyopy4BI3L-NwxzWptONoewpaJy6g2g&oe=654D0B13&_nc_sid=fc8dfb,,,,,"nan, nan",Pic is a little dark but we think it s worth the journey! St Felix and Hancock #stoopingbrooklyn,"['Pic is a little dark but we think it s worth the journey', 'St Felix and Hancock', 'stoopingbrooklyn']",Brooklyn,"[(27.1973074, 78.0108958)]",,[7425.798484009367],False,False,,,,
stoopingnyc,post,3.229595886438445e+18,Exponentially nicer than my kitchen.  On Classon Ave between Lincoln and St. John’s. #stoopingbrooklyn,2023-11-05 20:57:32,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.65, lng=-73.95)",https://www.instagram.com/p/CzR1Fj7OfDu,GraphImage,1,stoopingbrooklyn,[],141,1,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/399768828_321557000508451_3620996044127753344_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi45OTJ4OTkyLnNkciJ9&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=MCVAp2gHdRgAX8RQdKQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyOTU5NTg4NjQzODQ0NTI5NA%3D%3D.2-ccb7-5&oh=00_AfB7-_faVPNNLHrLZFyVSH1aw1JVgTCS644yhZlcKH57yg&oe=654DCE89&_nc_sid=fc8dfb,,,,,"nan, nan",Exponentially nicer than my kitchen.  On Classon Ave between Lincoln and st John s. #stoopingbrooklyn,"['Exponentially nicer than my kitchen', 'On Classon Ave between Lincoln and st John s', 'stoopingbrooklyn']",Brooklyn,"[(18.3368114, -64.7280952)]",,[1637.814880210549],False,False,,,,
stoopingnyc,post,3.2295954405839293e+18,Couches all over NYC today. pet and smoke free home.  washington and myrtle! #stoopingbrooklyn,2023-11-05 20:56:39,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.65, lng=-73.95)",https://www.instagram.com/p/CzR0_EsOe5s,GraphImage,1,stoopingbrooklyn,[],256,2,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/399124144_357524649986404_6636501234096707413_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi45MTB4OTEwLnNkciJ9&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=iqeLc2neJBsAX9J8jF3&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyOTU5NTQ0MDU4MzkyOTQ1Mg%3D%3D.2-ccb7-5&oh=00_AfCDhg21JkAQ4Iks_FNnO0OnreGPl0XbHZl8NZ_uzHtGIg&oe=654D183A&_nc_sid=fc8dfb,,,,,"nan, nan",Couches all over NYC today. pet and smoke free home.  washington and myrtle! #stoopingbrooklyn,"['Couches all over NYC today', 'pet and smoke free home', 'washington and myrtle', 'stoopingbrooklyn']",Brooklyn,"[(40.7127753, -74.0059728), (-6.8541903, 107.5709868)]",,"[0.9842339754045256, 10096.304227106433]",False,True,,,,
stoopingnyc,post,3.2295943943567836e+18,Ready for you! Bergen in between Nostrand and Bedford #stoopingbrooklyn,2023-11-05 20:54:35,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.65, lng=-73.95)",https://www.instagram.com/p/CzR0v2UOpl8,GraphImage,1,stoopingbrooklyn,[],128,2,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/399301870_297642363176954_3032987034656603929_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi42MjJ4NjIyLnNkciJ9&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=LNm3faN3fuMAX-YuYtd&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyOTU5NDM5NDM1Njc4MzQ4NA%3D%3D.2-ccb7-5&oh=00_AfBTHOOqOyj-Tcg6ixnRCWHYhjVqAluvDahs_mfbcuvKaA&oe=654DC07A&_nc_sid=fc8dfb,,,,,"nan, nan",Ready for you! Bergen in between Nostrand and Bedford #stoopingbrooklyn,"['Ready for you', 'Bergen in between Nostrand and Bedford', 'stoopingbrooklyn']",Brooklyn,"[(60.39126279999999, 5.3220544)]",,[3495.710666490817],False,False,,,,
stoopingnyc,post,3.2295940631744686e+18,Locked safe in the upper east side. Most explosive stooping success ever coming up. 88th btw York and East End #stooping,2023-11-05 20:53:55,"PostLocation(id=212988663, name='New York, New York', slug='new-york-new-york', has_public_page=True, lat=40.7135649348, lng=-74.0057025416)",https://www.instagram.com/p/CzR0rB4OYYJ,GraphImage,1,stooping,[],573,9,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/399069511_305347345641438_6759449743046443548_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi42Nzh4Njc4LnNkciJ9&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=5iRcCSeYTQ4AX_Q1jc9&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyOTU5NDA2MzE3NDQ2OTEyOQ%3D%3D.2-ccb7-5&oh=00_AfAip92hm-Jfbe7QnRLzYKLF9hbbU1MK87xHRuuor6c-Cw&oe=654EC82C&_nc_sid=fc8dfb,,,,,"nan, nan",Locked safe in the upper east side. Most explosive stooping success ever coming up. 88th btw York and East End #stooping,"['Locked safe in the upper east side', 'Most explosive stooping success ever coming up', '88th btw York and East End', 'stooping']",New York City,"[(40.7735649, -73.9565551)]",,[4.013696449329237],False,False,,,,
stoopingnyc,post,3.22959256470062e+18,Basic necessity! 260 E 10th Street #stooping,2023-11-05 20:50:56,"PostLocation(id=212988663, name='New York, New York', slug='new-york-new-york', has_public_page=True, lat=40.7135649348, lng=-74.0057025416)",https://www.instagram.com/p/CzR0VOUOSPq,GraphImage,1,stooping,[],167,1,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/398687472_270892582121758_6972936607865147749_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMTA3eDExMDcuc2RyIn0&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=CvT5uUoKTewAX81J9q9&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyOTU5MjU2NDcwMDYxOTc1NA%3D%3D.2-ccb7-5&oh=00_AfDM3FwEtfTrWgFRXtz3i00Xj8ILTm8O6afKrswLNtVIaA&oe=654D4DE1&_nc_sid=fc8dfb,260 E 10th Street,"260 E 10th Street, New York, New York",40.7283322,-73.9838091,"40.7283322, -73.9838091",Basic necessity! 260 E 10th Street #stooping,"['Basic necessity', '260 E 10th Street', 'stooping']",New York City,"[(40.7283322, -73.9838091)]",0.953235307105436,[0.9532353071054361],True,True,,,,
stoopingnyc,post,3.2295050790773535e+18,Get the industrial look! Corner of Hester and Essex #stooping,2023-11-05 17:57:07,"PostLocation(id=212988663, name='New York, New York', slug='new-york-new-york', has_public_page=True, lat=40.7135649348, lng=-74.0057025416)",https://www.instagram.com/p/CzRgcI-ubl5,GraphImage,1,stooping,[],737,2,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/398667443_1371256596824552_443690375402769606_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=s4CzU0JyT7gAX9JHFns&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyOTUwNTA3OTA3NzM1Mzg0OQ%3D%3D.2-ccb7-5&oh=00_AfBI0Eca40gHD0IukQtj4NsvBYk5fPBViu0k8iZY_elbbg&oe=654E3464&_nc_sid=fc8dfb,,,,,"nan, nan",Get the industrial look! Corner of Hester and Essex #stooping,"['Get the industrial look', 'Corner', 'Hester and Essex', 'stooping']",New York City,[],,[],False,False,,,,
stoopingnyc,post,3.229466287301911e+18,For next grilling season! 609 Warren st! #stoopingbrooklyn,2023-11-05 16:40:03,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.65, lng=-73.95)",https://www.instagram.com/p/CzRXnpUuuJf,GraphImage,1,stoopingbrooklyn,[],114,0,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/398771812_325260273459169_4283078530495488769_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=2YqqxGjmi9QAX_cj0Nz&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyOTQ2NjI4NzMwMTkxMTEzNQ%3D%3D.2-ccb7-5&oh=00_AfCbblG7STdSVTPTAz-8CO5_UXJlRQmP3y3JmrjC8-MmbA&oe=654E6B04&_nc_sid=fc8dfb,609 Warren st,"609 Warren st, New York, New York",40.6811341,-73.9798134,"40.6811341, -73.9798134",For next grilling season! 609 Warren st! #stoopingbrooklyn,"['For next grilling season', '609 Warren st', 'stoopingbrooklyn']",Brooklyn,"[(42.497659, -89.990339)]",3.3493589308333247,[835.768127554826],False,False,,,,
stoopingnyc,post,3.2289613379870705e+18,Looks amazing!! 403 Macon st bedstuy #stoopingbrooklyn,2023-11-04 23:56:48,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.65, lng=-73.95)",https://www.instagram.com/p/CzPkzqoMHkn,GraphImage,1,stoopingbrooklyn,[],111,0,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/399241593_278731997898031_3167905207225864322_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi44MjB4ODIwLnNkciJ9&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=Sqj7SDkk0ksAX9JOmL4&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyODk2MTMzNzk4NzA3MDI0Nw%3D%3D.2-ccb7-5&oh=00_AfBvHJw3HoZmdbrtCmrymQm157BiZe8uHP_Vec3s0VjU_w&oe=654DCEFD&_nc_sid=fc8dfb,403 Macon st bedstuy,"403 Macon st bedstuy, New York, New York",40.6829317,-73.93559379999999,"40.6829317, -73.93559379999999",Looks amazing!! 403 Macon st bedstuy #stoopingbrooklyn,"['Looks amazing', '403 Macon st bedstuy', 'stoopingbrooklyn']",Brooklyn,"[(-26.0753058, 27.9514922), (40.6830369, -73.9348376)]",4.606196603514737,"[7964.301319283037, 4.631532488835616]",False,False,,,,
stoopingnyc,post,3.228856298279492e+18,"Royalty in Queens! Hi! In Astoria, 44th Street between Broadway and 34th Ave. #stoopingqueens",2023-11-04 20:28:07,"PostLocation(id=213104390, name='Queens, New York', slug='queens-new-york', has_public_page=True, lat=40.7042, lng=-73.9178)",https://www.instagram.com/p/CzPM7Ixu1mW,GraphImage,1,stoopingqueens,[],199,3,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/398326814_892352235561286_1703550043363035521_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi45OTF4OTkxLnNkciJ9&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=obt4YyfNNKAAX-P1XjX&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyODg1NjI5ODI3OTQ5MTk5MA%3D%3D.2-ccb7-5&oh=00_AfCeVBP3ZFJtj2aeJrZmFvp1-UVawzot7xphS_9aYLTuvA&oe=654D051B&_nc_sid=fc8dfb,,,,,"nan, nan","Royalty in Queens! Hi! In Astoria, 44th Street between Broadway and 34th Ave. #stoopingqueens","['Royalty in Queens', 'Hi', 'In Astoria', '44th Street between Broadway and 34th Ave', 'stoopingqueens']",Queens,"[(43.758943, 142.35724), (40.7643574, -73.92346189999999), (40.7499009, -73.9879569)]",,"[6192.42235480248, 4.865674456327415, 1.7596791444416697]",False,False,,,,
stoopingnyc,post,3.2288375815332547e+18,So many new books on 233 scholes in bushwick! #stoopingbrooklyn,2023-11-04 19:50:55,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.65, lng=-73.95)",https://www.instagram.com/p/CzPIqxcuJRB,GraphImage,1,stoopingbrooklyn,[],300,9,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/398502640_717876256912072_5100090131806030751_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi42MTV4NDA1LnNkciJ9&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=gH2N6_2jU8MAX_DE0po&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyODgzNzU4MTUzMzI1NDcyMQ%3D%3D.2-ccb7-5&oh=00_AfA0HKffM-eot33L3AbNgXcu15c5uHAnpudO-VovZwasvw&oe=654D1FF8&_nc_sid=fc8dfb,233 scholes in bushwick,"233 scholes in bushwick, New York, New York",40.7093313,-73.9393408,"40.7093313, -73.9393408",So many new books on 233 scholes in bushwick! #stoopingbrooklyn,"['So many new books', '233 scholes in bushwick', 'stoopingbrooklyn']",Brooklyn,"[(40.6957755, -73.9170604)]",3.492979839173484,[4.936108160505218],False,False,,,,
stoopingnyc,post,3.228806363664173e+18,All about lighting! Union street between Van Brunt and Columbia in red hook #stoopingbrooklyn,2023-11-04 18:48:54,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.65, lng=-73.95)",https://www.instagram.com/p/CzPBkfiuUbC,GraphImage,1,stoopingbrooklyn,[],172,0,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/399138856_553229106987426_4347580179613215741_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDA3eDE3NTkuc2RyIn0&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=F9-113IxHbsAX8YI_pp&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyODgwNjM2MzY2NDE3MjczOA%3D%3D.2-ccb7-5&oh=00_AfDm_47suOPPk62WQDaz5P7vbhIV-CdlXqnCZUKCCB5uxw&oe=654D77E1&_nc_sid=fc8dfb,,,,,"nan, nan",All about lighting! Union street between Van Brunt and Columbia in red hook #stoopingbrooklyn,"['All about lighting', 'Union street between Van Brunt and Columbia in red hook', 'stoopingbrooklyn']",Brooklyn,[],,[],False,False,,,,
stoopingnyc,post,3.2281024998857293e+18,For some of us this is just true during Halloween and for some of us this is true year round. 7th between 4th & 5th park slope #stoopingbrooklyn,2023-11-03 19:30:27,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.65, lng=-73.95)",https://www.instagram.com/p/CzMhh7UPUbj,GraphImage,1,stoopingbrooklyn,[],1866,26,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/398278899_1628423007683164_756768013525211202_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43NTZ4NTY4LnNkciJ9&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=FosU-fVzbggAX-DD2Z9&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyODEwMjQ5OTg4NTcyOTUwNw%3D%3D.2-ccb7-5&oh=00_AfADbPiHsgCfiiJ_xRjNgoFKpaqX5-EZYhtv7HLhaCqFtg&oe=654D1873&_nc_sid=fc8dfb,,,,,"nan, nan",For some of us this is just true during Halloween and for some of us this is true year round. 7th between 4th & 5th park slope #stoopingbrooklyn,"['For some', 'us this is just true during Halloween and for some', 'us this is true year round', '7th between 4th & 5th park slope', 'stoopingbrooklyn']",Brooklyn,"[(38.6775576, -90.476479), (40.6722032, -73.9837885)]",,"[887.8950247412007, 3.8772307646880235]",False,False,,,,
stoopingnyc,post,3.228062290727447e+18,Your guess is as good as ours…. dekalb between wilson & knickerbocker in bushwick #stoopingbrooklyn,2023-11-03 18:10:34,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.65, lng=-73.95)",https://www.instagram.com/p/CzMYYznpKiu,GraphImage,1,stoopingbrooklyn,[],575,36,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/398234956_1013241019927177_8076956391837638105_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=uEWjcGxU4QoAX9aYfPI&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyODA2MjI5MDcyNzQ0NjcwMg%3D%3D.2-ccb7-5&oh=00_AfBqFNZ3Jmmf-QN--pQ3uJkyTZ2H3mvnhpl5OSOZkElVAQ&oe=654CE997&_nc_sid=fc8dfb,,,,,"nan, nan",Your guess is as good as ours . dekalb between wilson & knickerbocker in bushwick #stoopingbrooklyn,"['Your guess is as good as ours', 'dekalb between wilson & knickerbocker in bushwick', 'stoopingbrooklyn']",Brooklyn,"[(40.6957755, -73.9170604)]",,[4.936108160505218],False,False,,,,
stoopingnyc,post,3.228052735641722e+18,Color up your home! Really pretty painting off Broadway and weirfield st. #stooping,2023-11-03 17:51:35,"PostLocation(id=212988663, name='New York, New York', slug='new-york-new-york', has_public_page=True, lat=40.7135649348, lng=-74.0057025416)",https://www.instagram.com/p/CzMWNwwJxxh,GraphImage,1,stooping,[],133,0,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/398184952_842349501020876_3368982126926200751_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi44NzB4ODcwLnNkciJ9&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=UaVcjGTHifUAX9IJWeZ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyODA1MjczNTY0MTcyMTk1Mw%3D%3D.2-ccb7-5&oh=00_AfAVxb0_XO4LJI8fEw-GOeQJo392UkBpCAM0IB9QG42zMQ&oe=654EA8EF&_nc_sid=fc8dfb,,,,,"nan, nan",Color up your home! Really pretty painting off Broadway and weirfield st #stooping,"['Color up your home', 'Really pretty painting off Broadway and weirfield st', 'stooping']",New York City,"[(37.4225746, -122.0857973), (40.6860914, -73.9160594)]",,"[2563.2147801442215, 5.3043370131143]",False,False,,,,
stoopingnyc,post,3.22805211330753e+18,Basics! In front of 318 Riverside Drive #stooping,2023-11-03 17:50:20,"PostLocation(id=212988663, name='New York, New York', slug='new-york-new-york', has_public_page=True, lat=40.7135649348, lng=-74.0057025416)",https://www.instagram.com/p/CzMWEtKJPVr,GraphImage,1,stooping,[],119,0,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/398408231_347459977797575_3676774204314475694_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi44NjZ4MTAwMC5zZHIifQ&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=111&_nc_ohc=C1sTF0JT970AX-fwslY&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyODA1MjExMzMwNzUzMDYwMw%3D%3D.2-ccb7-5&oh=00_AfC4I_mkFd18vOm8q5M35ObrYULG8tYet-g_nTT8awFWJw&oe=654EA4F3&_nc_sid=fc8dfb,318 Riverside Drive,"318 Riverside Drive, New York, New York",40.8007894,-73.9710006,"40.8007894, -73.9710006",Basics! In front of 318 Riverside Drive #stooping,"['Basics', 'In front', '318 Riverside Drive', 'stooping']",New York City,"[(33.987661, -117.4229874)]",5.363083346634714,[2409.9146594280337],False,False,,,,
stoopingnyc,post,3.2279317182032906e+18,A peak behind the bar. 22nd and 10av Chelsea #stooping,2023-11-03 13:51:08,"PostLocation(id=212988663, name='New York, New York', slug='new-york-new-york', has_public_page=True, lat=40.7135649348, lng=-74.0057025416)",https://www.instagram.com/p/CzL6sueuTMG,GraphSidecar,2,stooping,[],160,4,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/398499494_663167282591032_4389717441971311484_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=CnFJY0I8tawAX_qRfwI&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBjnTPV_EGlkE83dkTDQqVnSjAyf03QNh1zRXSu90-ebg&oe=654D8507&_nc_sid=bc0c2c,,,,,"nan, nan",A peak behind the bar. 22nd and 10av Chelsea #stooping,"['A peak behind the bar', '22nd and 10av Chelsea', 'stooping']",New York City,[],,[],False,False,,,,
stoopingnyc,post,3.227535080255014e+18,Fall + Stooping = Magic. bergen between rogers and nostrand. #stoopingbrooklyn,2023-11-03 00:43:05,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.65, lng=-73.95)",https://www.instagram.com/p/CzKgg4mtkUx,GraphImage,1,stoopingbrooklyn,[],143,1,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/397619981_864554225328086_8150403393157972654_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMTIxeDEzMDkuc2RyIn0&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=o0dHrLi57kUAX-0wvGh&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyNzUzNTA4MDI1NTAxNDE5Mw%3D%3D.2-ccb7-5&oh=00_AfBT1eCEoekHp7aPtzHPbE_IhGfa5rBwRas4yH-7TqIvUA&oe=654EB3EE&_nc_sid=fc8dfb,,,,,"nan, nan",Fall   Stooping   Magic. bergen between rogers and nostrand. #stoopingbrooklyn,"['Fall', 'Stooping', 'Magic', 'bergen between rogers and nostrand', 'stoopingbrooklyn']",Brooklyn,"[(60.39126279999999, 5.3220544)]",,[3495.710666490817],False,False,,,,
stoopingnyc,post,3.2275262611016207e+18,Play us a song!!! Working piano across 55 Mercer in Soho. #stooping,2023-11-03 00:25:34,"PostLocation(id=212988663, name='New York, New York', slug='new-york-new-york', has_public_page=True, lat=40.7135649348, lng=-74.0057025416)",https://www.instagram.com/p/CzKegjINO4r,GraphImage,1,stooping,[],430,4,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/397876644_256531737016878_8739315746430909958_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMTk1eDEyMjIuc2RyIn0&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=jl7S_fuWHpMAX_ezrbG&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyNzUyNjI2MTEwMTYyMDc3OQ%3D%3D.2-ccb7-5&oh=00_AfCcmgTQ_FQoNYroNLuo5mGmUYkepbYjFVI0H_n9jkWFvg&oe=654DDCA3&_nc_sid=fc8dfb,55 Mercer in Soho,"55 Mercer in Soho, New York, New York",40.72198909999999,-74.0012066,"40.72198909999999, -74.0012066",Play us a song!!! Working piano across 55 Mercer in Soho. #stooping,"['Play us a song', 'Working piano across 55 Mercer in Soho', 'stooping']",New York City,"[(40.7245908, -74.00191740000001)]",0.3259305232733172,[0.1447703593778971],True,True,,,,
stoopingnyc,post,3.227482499881388e+18,Tag someone who needs to add a locker system to their house! #stoopingbrooklyn,2023-11-02 22:58:37,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.65, lng=-73.95)",https://www.instagram.com/p/CzKUjvUOEZi,GraphImage,1,stoopingbrooklyn,[],247,3,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/397572719_1015577339676216_1020019386431844007_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDcyeDEwNzIuc2RyIn0&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=CPXvloFt4UYAX_lk4m0&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyNzQ4MjQ5OTg4MTM4NzYxOA%3D%3D.2-ccb7-5&oh=00_AfDWXYA-X3kd9dRBzyHDbPT8_rZN4zn7-EbZa9d5Kh_pPA&oe=654D8E5F&_nc_sid=fc8dfb,,,,,"nan, nan",Tag someone who needs to add a locker system to their house! #stoopingbrooklyn,"['Tag someone who needs to add a locker system to their house', 'stoopingbrooklyn']",Brooklyn,"[(25.6860124, -80.4275878)]",,[1100.5256820169664],False,False,,,,
stoopingnyc,post,3.2274791694112015e+18,"How does this look good even wrapped in plastic wrap!? Prospect Ave and 6th Ave, Brooklyn #stoopingbrooklyn",2023-11-02 22:52:00,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.65, lng=-73.95)",https://www.instagram.com/p/CzKTzRkujuH,GraphSidecar,2,stoopingbrooklyn,[],227,7,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/397581175_6739154522805752_2224875770418735255_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=ZGhXb7ZG_NMAX9gmnBF&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD9Wbl0iyORT0xn2xEGhIa11vAuXAiKmJ-vcbbKXzsmdw&oe=654D6AC0&_nc_sid=bc0c2c,,,,,"nan, nan","How does this look good even wrapped in plastic wrap!? Prospect Ave and 6th Ave, Brooklyn #stoopingbrooklyn","['How does this look good even wrapped in plastic wrap', 'Prospect Ave and 6th Ave', 'Brooklyn', 'stoopingbrooklyn']",Brooklyn,"[(40.742903, -73.9927978), (40.6781784, -73.9441579)]",,"[1.2153544547295247, 4.514341438715545]",False,False,,,,
