Account,Post Type,Media ID,Caption,Date,Location,Post URL,Type Name,Media Count,Caption Hashtags,Caption Mentions,Likes,Comments,Title,URL,regex_street_address,ny_regex_street_address,regex_latitude,regex_longitude,regex_coordinates
stoopingnyc,post,3228837581533254721,So many new books on 233 scholes in bushwick! #stoopingbrooklyn,2023-11-04 19:50:55,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.65, lng=-73.95)",https://www.instagram.com/p/CzPIqxcuJRB,GraphImage,1,['stoopingbrooklyn'],[],300,9,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/398502640_717876256912072_5100090131806030751_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi42MTV4NDA1LnNkciJ9&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=gH2N6_2jU8MAX_DE0po&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyODgzNzU4MTUzMzI1NDcyMQ%3D%3D.2-ccb7-5&oh=00_AfA0HKffM-eot33L3AbNgXcu15c5uHAnpudO-VovZwasvw&oe=654D1FF8&_nc_sid=fc8dfb,233 scholes in bushwick,"233 scholes in bushwick, New York, New York",40.7093313,-73.9393408,"40.7093313, -73.9393408"
stoopingnyc,post,3228806363664172738,All about lighting! Union street between Van Brunt and Columbia in red hook #stoopingbrooklyn,2023-11-04 18:48:54,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.65, lng=-73.95)",https://www.instagram.com/p/CzPBkfiuUbC,GraphImage,1,['stoopingbrooklyn'],[],172,0,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/399138856_553229106987426_4347580179613215741_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDA3eDE3NTkuc2RyIn0&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=F9-113IxHbsAX8YI_pp&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyODgwNjM2MzY2NDE3MjczOA%3D%3D.2-ccb7-5&oh=00_AfDm_47suOPPk62WQDaz5P7vbhIV-CdlXqnCZUKCCB5uxw&oe=654D77E1&_nc_sid=fc8dfb,,,,,"nan, nan"
stoopingnyc,post,3228102499885729507,For some of us this is just true during Halloween and for some of us this is true year round. 7th between 4th & 5th park slope #stoopingbrooklyn,2023-11-03 19:30:27,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.65, lng=-73.95)",https://www.instagram.com/p/CzMhh7UPUbj,GraphImage,1,['stoopingbrooklyn'],[],1866,26,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/398278899_1628423007683164_756768013525211202_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43NTZ4NTY4LnNkciJ9&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=FosU-fVzbggAX-DD2Z9&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyODEwMjQ5OTg4NTcyOTUwNw%3D%3D.2-ccb7-5&oh=00_AfADbPiHsgCfiiJ_xRjNgoFKpaqX5-EZYhtv7HLhaCqFtg&oe=654D1873&_nc_sid=fc8dfb,,,,,"nan, nan"
stoopingnyc,post,3228062290727446702,Your guess is as good as ours…. dekalb between wilson & knickerbocker in bushwick #stoopingbrooklyn,2023-11-03 18:10:34,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.65, lng=-73.95)",https://www.instagram.com/p/CzMYYznpKiu,GraphImage,1,['stoopingbrooklyn'],[],575,36,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/398234956_1013241019927177_8076956391837638105_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=uEWjcGxU4QoAX9aYfPI&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyODA2MjI5MDcyNzQ0NjcwMg%3D%3D.2-ccb7-5&oh=00_AfBqFNZ3Jmmf-QN--pQ3uJkyTZ2H3mvnhpl5OSOZkElVAQ&oe=654CE997&_nc_sid=fc8dfb,,,,,"nan, nan"
stoopingnyc,post,3228052735641721953,Color up your home! Really pretty painting off Broadway and weirfield st. #stooping,2023-11-03 17:51:35,"PostLocation(id=212988663, name='New York, New York', slug='new-york-new-york', has_public_page=True, lat=40.7135649348, lng=-74.0057025416)",https://www.instagram.com/p/CzMWNwwJxxh,GraphImage,1,['stooping'],[],133,0,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/398184952_842349501020876_3368982126926200751_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi44NzB4ODcwLnNkciJ9&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=UaVcjGTHifUAX9IJWeZ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyODA1MjczNTY0MTcyMTk1Mw%3D%3D.2-ccb7-5&oh=00_AfAVxb0_XO4LJI8fEw-GOeQJo392UkBpCAM0IB9QG42zMQ&oe=654EA8EF&_nc_sid=fc8dfb,,,,,"nan, nan"
stoopingnyc,post,3228052113307530603,Basics! In front of 318 Riverside Drive #stooping,2023-11-03 17:50:20,"PostLocation(id=212988663, name='New York, New York', slug='new-york-new-york', has_public_page=True, lat=40.7135649348, lng=-74.0057025416)",https://www.instagram.com/p/CzMWEtKJPVr,GraphImage,1,['stooping'],[],119,0,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/398408231_347459977797575_3676774204314475694_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi44NjZ4MTAwMC5zZHIifQ&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=111&_nc_ohc=C1sTF0JT970AX-fwslY&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyODA1MjExMzMwNzUzMDYwMw%3D%3D.2-ccb7-5&oh=00_AfC4I_mkFd18vOm8q5M35ObrYULG8tYet-g_nTT8awFWJw&oe=654EA4F3&_nc_sid=fc8dfb,318 Riverside Drive,"318 Riverside Drive, New York, New York",40.8007894,-73.9710006,"40.8007894, -73.9710006"
stoopingnyc,post,3227931718203290374,A peak behind the bar. 22nd and 10av Chelsea #stooping,2023-11-03 13:51:08,"PostLocation(id=212988663, name='New York, New York', slug='new-york-new-york', has_public_page=True, lat=40.7135649348, lng=-74.0057025416)",https://www.instagram.com/p/CzL6sueuTMG,GraphSidecar,2,['stooping'],[],160,4,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/398499494_663167282591032_4389717441971311484_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=CnFJY0I8tawAX_qRfwI&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBjnTPV_EGlkE83dkTDQqVnSjAyf03QNh1zRXSu90-ebg&oe=654D8507&_nc_sid=bc0c2c,,,,,"nan, nan"
stoopingnyc,post,3227535080255014193,Fall + Stooping = Magic. bergen between rogers and nostrand. #stoopingbrooklyn,2023-11-03 00:43:05,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.65, lng=-73.95)",https://www.instagram.com/p/CzKgg4mtkUx,GraphImage,1,['stoopingbrooklyn'],[],143,1,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/397619981_864554225328086_8150403393157972654_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMTIxeDEzMDkuc2RyIn0&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=o0dHrLi57kUAX-0wvGh&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyNzUzNTA4MDI1NTAxNDE5Mw%3D%3D.2-ccb7-5&oh=00_AfBT1eCEoekHp7aPtzHPbE_IhGfa5rBwRas4yH-7TqIvUA&oe=654EB3EE&_nc_sid=fc8dfb,,,,,"nan, nan"
stoopingnyc,post,3227526261101620779,Play us a song!!! Working piano across 55 Mercer in Soho. #stooping,2023-11-03 00:25:34,"PostLocation(id=212988663, name='New York, New York', slug='new-york-new-york', has_public_page=True, lat=40.7135649348, lng=-74.0057025416)",https://www.instagram.com/p/CzKegjINO4r,GraphImage,1,['stooping'],[],430,4,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/397876644_256531737016878_8739315746430909958_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMTk1eDEyMjIuc2RyIn0&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=jl7S_fuWHpMAX_ezrbG&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyNzUyNjI2MTEwMTYyMDc3OQ%3D%3D.2-ccb7-5&oh=00_AfCcmgTQ_FQoNYroNLuo5mGmUYkepbYjFVI0H_n9jkWFvg&oe=654DDCA3&_nc_sid=fc8dfb,55 Mercer in Soho,"55 Mercer in Soho, New York, New York",40.72198909999999,-74.0012066,"40.72198909999999, -74.0012066"
stoopingnyc,post,3227482499881387618,Tag someone who needs to add a locker system to their house! #stoopingbrooklyn,2023-11-02 22:58:37,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.65, lng=-73.95)",https://www.instagram.com/p/CzKUjvUOEZi,GraphImage,1,['stoopingbrooklyn'],[],247,3,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/397572719_1015577339676216_1020019386431844007_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDcyeDEwNzIuc2RyIn0&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=CPXvloFt4UYAX_lk4m0&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyNzQ4MjQ5OTg4MTM4NzYxOA%3D%3D.2-ccb7-5&oh=00_AfDWXYA-X3kd9dRBzyHDbPT8_rZN4zn7-EbZa9d5Kh_pPA&oe=654D8E5F&_nc_sid=fc8dfb,,,,,"nan, nan"
stoopingnyc,post,3227479169411201927,"How does this look good even wrapped in plastic wrap!? Prospect Ave and 6th Ave, Brooklyn #stoopingbrooklyn",2023-11-02 22:52:00,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.65, lng=-73.95)",https://www.instagram.com/p/CzKTzRkujuH,GraphSidecar,2,['stoopingbrooklyn'],[],227,7,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/397581175_6739154522805752_2224875770418735255_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=ZGhXb7ZG_NMAX9gmnBF&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD9Wbl0iyORT0xn2xEGhIa11vAuXAiKmJ-vcbbKXzsmdw&oe=654D6AC0&_nc_sid=bc0c2c,,,,,"nan, nan"
stoopingnyc,post,3227436247009542747,Big fan of this stoop…22nd between 8th and 9th,2023-11-02 21:26:43,,https://www.instagram.com/p/CzKKCq-OUJb,GraphImage,1,[],[],616,12,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/397991849_2742358465912031_855717358649144330_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi45Mzd4MTE3MS5zZHIifQ&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=111&_nc_ohc=XVIScw206v4AX-CVUOg&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIyNzQzNjI0NzAwOTU0Mjc0Nw%3D%3D.2-ccb7-5&oh=00_AfDg69TFVTd8RpX0Ll26SKwZGd1GBxfiZGGCZtKyybX9rg&oe=654E2355&_nc_sid=fc8dfb,,,,,"nan, nan"
