Account,Post Type,Media ID,Caption,Date,Location,Post URL,Type Name,Media Count,Caption Hashtags,Caption Mentions,Likes,Comments,Title,URL
stoopingnyc,post,3207052253596309799,This amazing mirror seems to have moved two blocks from yesterday 😂. West 18th bt 5th & 6th. #stooping,2023-10-05 18:27:22,None,https://www.instagram.com/p/CyBvQhvuVkn,GraphImage,1,['stooping'],[],608,19,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/386183074_296700083137567_7948692407451591437_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=RxQs_IGndJQAX94Cmmd&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD0Y_0XhwpKJhly4v4MmZqo34u_kqr3Ell8HVPEcIehJg&oe=6529A271&_nc_sid=bc0c2c
stoopingnyc,post,3206538828532966011,Mirror and selfie! West 16th between 6th and 5th Avenues #stooping,2023-10-05 01:27:17,None,https://www.instagram.com/p/Cx_6hNZNGJ7,GraphImage,1,['stooping'],[],234,3,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/385909199_178788745198368_2371091149211607865_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=o_F7mnTbrHEAX9r5_sk&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDIkqNUVWiIv8bVRoMewNBeyKQCMe42TpWMNwMgT7wm5g&oe=652A0EA8&_nc_sid=bc0c2c
stoopingnyc,post,3206537508241793424,Beautiful doll house on the upper west side! 73rd and west end! #stooping,2023-10-05 01:24:40,None,https://www.instagram.com/p/Cx_6N_xt-GQ,GraphImage,1,['stooping'],[],562,14,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/385918399_2086214795058036_5686892061500135727_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=at2ns0JaNzkAX-fa4Ra&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDJqYvNFb4yiy_YHU7Si6fWkYmfZ3ohMfMqj1Jtx6xjDw&oe=65284EC9&_nc_sid=bc0c2c
stoopingnyc,post,3206536696534702244,Shelf upgrade! On cody and wyckoff! #stoopingbrooklyn,2023-10-05 01:23:03,None,https://www.instagram.com/p/Cx_6CL0NJik,GraphImage,1,['stoopingbrooklyn'],[],299,3,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/386233742_709098231092067_1387011354899369744_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=tcaYiBTZcPEAX_2czuW&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBlMMa0Y7AKqzWnoErUMOHe2tfE2cPE1tQcezIuUGCsBQ&oe=6529E5F1&_nc_sid=bc0c2c
stoopingnyc,post,3206511679977643507,Just turn your head! #stooping,2023-10-05 00:33:21,None,https://www.instagram.com/p/Cx_0WJVNV3z,GraphImage,1,['stooping'],[],354,7,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/386895571_188255607635059_7533497899125881009_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=emVpEYJxrmIAX_u93pF&edm=APU89FABAAAA&ccb=7-5&oh=00_AfB9y0Tnb1SaDNWFhl2EabT2RO9TXyHXrPGsQ4RFXwXWow&oe=65284F5A&_nc_sid=bc0c2c
stoopingnyc,post,3206438783343601042,Oh so curious. Court and 9th! #stoopingbrooklyn,2023-10-04 22:08:31,None,https://www.instagram.com/p/Cx_jxXDOyWS,GraphImage,1,['stoopingbrooklyn'],[],390,3,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/386248535_338270818567662_3623047621768763253_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=edHyZAJ1hl0AX9w1zfU&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCb3UerMOykbqYulzGepI9smoK3gXFs35nHx5zBDQFK_w&oe=65290B04&_nc_sid=bc0c2c
stoopingnyc,post,3206424693040718846,Gorg Palm at 128 Greene Avenue betw Clinton and Waverly Avenues #stoopingbrooklyn,2023-10-04 21:40:31,None,https://www.instagram.com/p/Cx_gkUbu6P-,GraphImage,1,['stoopingbrooklyn'],[],166,3,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/385917792_690659609696624_8162238958553300054_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=qj7v4Ttif60AX-PKdZo&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBKHshdeT4HUsBjDSkXZ8cTI2U0EZmCiYFK8DjigbxArg&oe=65289255&_nc_sid=bc0c2c
stoopingnyc,post,3206414184279081512,Brand new book and toy shelf! Quincy st Brooklyn btwn Throop and Tompkins. #stoopingbrooklyn,2023-10-04 21:19:38,None,https://www.instagram.com/p/Cx_eLZYuoIo,GraphImage,1,['stoopingbrooklyn'],[],233,2,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/386301403_712331044044341_4961198358034286719_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=PuQjBb5uBTgAX8hfpM8&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDGRb5n7thB0s83hAjvdlcIC5m9Myhgd3_U7SWckjldEg&oe=6529AD7B&_nc_sid=bc0c2c
stoopingnyc,post,3206413792396896556,End your day with this! 6th street between 7th and 6th ave. #stoopingbrooklyn,2023-10-04 21:18:51,None,https://www.instagram.com/p/Cx_eFsauuks,GraphImage,1,['stoopingbrooklyn'],[],144,0,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/385619879_1268812200489652_7871987021582584122_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=QE0xO8so-EYAX-AYBjJ&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDSsM0V2oT_V4yWM4CqPskceJ6XMfIaYP0Qwxy7n-HXCw&oe=65291A9B&_nc_sid=bc0c2c
stoopingnyc,post,3206302366499976598,Worth a fortune or worth $0. Bag and bin of beanie babies on lormier and stagg #stoopingbrooklyn,2023-10-04 17:37:28,None,https://www.instagram.com/p/Cx_EwO9ubWW,GraphImage,1,['stoopingbrooklyn'],[],991,28,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/386163863_6462842740507897_5416151750640805349_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=4RrOKc-S_lQAX8mYNej&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCtyK9p_YDGy2oRglHhdMXBmkpnuYzxzTFG0mC9-5CDeA&oe=652856EA&_nc_sid=bc0c2c
stoopingnyc,post,3206234727987764372,"Obsessed with this color combo. 8th and 53rd 
 #stooping",2023-10-04 15:23:05,None,https://www.instagram.com/p/Cx-1X9sO1yU,GraphImage,1,['stooping'],[],1075,6,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/386312058_129923136876257_403731981540159370_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=7gt6E15WuY8AX-gmEy_&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDC89vIpchMYDntN2DAkDcN15buDg9I4MLj2Puvt0OC7Q&oe=6529E9F1&_nc_sid=bc0c2c
stoopingnyc,post,3205831313344426294,All those curves 🥰 On Waverly just west of Greene/ close to Washington Square 😭 #stooping,2023-10-04 02:01:35,None,https://www.instagram.com/p/Cx9Zpght_E2,GraphSidecar,2,['stooping'],[],301,2,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/385628716_292331920254236_7375730534235788337_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=sHsOzvVWvMoAX-UUDQm&edm=APU89FABAAAA&ccb=7-5&oh=00_AfADdK08rAb5vmHBzGG2-haNsv53ltF4gKQ_pR9y_4ovhg&oe=6529924E&_nc_sid=bc0c2c
stoopingnyc,post,3205800469288327411,It’s the details for me. 3rd street between 7th and 8th in Brooklyn #stoopingbrooklyn,2023-10-04 01:00:18,None,https://www.instagram.com/p/Cx9Soqwthjz,GraphImage,1,['stoopingbrooklyn'],[],199,5,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/386169778_309185541731421_3741235510407415589_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=109&_nc_ohc=KcHVWJr3AowAX9tt3tS&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCbfo5yUfdaemqjrKfJ0k4fOjiJauhXdQpJKIL4-6d40Q&oe=6529E00F&_nc_sid=bc0c2c
stoopingnyc,post,3205799944790591173,"Beauty!!!! 74 W 69th (Manhattan, UWS) #stoopingnyc",2023-10-04 00:59:15,None,https://www.instagram.com/p/Cx9ShCSNcbF,GraphImage,1,['stoopingnyc'],[],606,19,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/385865541_1038326780920957_9089376673901559500_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=0vpp2ANPSLEAX-DdjaC&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDEUPLqZgpsYeU2EWgErMaY7DK5Bp0_WUdlfCAfzqChJg&oe=6528D022&_nc_sid=bc0c2c
stoopingnyc,post,3205701369016694123,Gorg antique cabinet! 106 E85th! #stooping,2023-10-03 21:43:24,None,https://www.instagram.com/p/Cx88GkcOTVr,GraphImage,1,['stooping'],[],247,6,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/386375415_729083229048241_8415270540981243398_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=Ucz_bdgxn7IAX9afULG&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC74E9tHw21B0NtG9ZR5OQ6_ZCGNM3CNlkwEsjKzeuVPw&oe=652891AC&_nc_sid=bc0c2c
stoopingnyc,post,3205082032534538970,Amazing photo frame bundle outside of 110 Macon st! #stoopingbrooklyn,2023-10-03 01:12:53,None,https://www.instagram.com/p/Cx6vSCZNUra,GraphImage,1,['stoopingbrooklyn'],[],414,8,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/385152301_861040685225844_7133354640033818754_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=jpcVsRVMj9sAX_6qNiK&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBskzQZ8y9gwnO2wZCL_polVfzIre8LcxKkROLzM422dQ&oe=652A0558&_nc_sid=bc0c2c
stoopingnyc,post,3204931100388063616,A beautiful hutch accompanied by our favorite kind of note! Hart St. Ridgewood Queens between Cypress and Seneca #stoopingqueens,2023-10-02 20:13:01,None,https://www.instagram.com/p/Cx6M9r4O3mA,GraphSidecar,2,['stoopingqueens'],[],1198,23,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/385706866_249514874727078_3797837591125311036_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=L230HELJeBcAX_QRuG2&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBObi6Y_r8r7Q3rFU_i45qGA86Ljre-rJT7rTp1mvK07g&oe=6528EECA&_nc_sid=bc0c2c
stoopingnyc,post,3204713468078401817,When you just can’t let go of the weekend… On Lex 73/74 in front of BLT steak #stoopingnyc,2023-10-02 13:00:37,None,https://www.instagram.com/p/Cx5bet_uSkZ,GraphImage,1,['stoopingnyc'],[],713,13,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/385008353_162363360204927_5687727738448423469_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=4fc-8taw-MoAX9ioLNM&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBCYCQffoS8aC6xyJAJny341-7pQ9kjfAiDgthiYFDnow&oe=652881BD&_nc_sid=bc0c2c
stoopingnyc,post,3204701822551376375,I’m equal parts confused and intrigued…what is this?! 10th between 6/5th Avenue #stooping,2023-10-02 12:37:29,None,https://www.instagram.com/p/Cx5Y1QQOMH3,GraphImage,1,['stooping'],[],1563,69,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/385211556_1022826975698442_6606263642105825768_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=4mogfsgM2woAX9D6Keq&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD9F8loH31LSttmLeiuaQoiY7eFbECGdmGbOZPP5TxStQ&oe=6529EC12&_nc_sid=bc0c2c
stoopingnyc,post,3204373185696128677,Amazing pottery!! The location is 325 W 11th Street (between greenwich and Washington streets)…more to come. #stooping,2023-10-02 01:44:32,None,https://www.instagram.com/p/Cx4OG9VNF6l,GraphSidecar,4,['stooping'],[],3774,84,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/385189822_6752475638163100_1386239231811583108_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=EaYAmN8AO_AAX94UrYO&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDPhVIR88itIgdyJMfv5NBDA9zIz_6Bzjt6hD_krYNYYw&oe=65294BDE&_nc_sid=bc0c2c
stoopingnyc,post,3204269612081887807,So cute I can’ttttttt. Turtle Cuddie 8th Ave and 34th St #stooping,2023-10-01 22:18:45,None,https://www.instagram.com/p/Cx32jw4uDo_,GraphImage,1,['stooping'],[],266,4,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/385465266_690864712618449_2707565217793533076_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=109&_nc_ohc=Q5QCQvygI8MAX9N7Qfs&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCrkw0sBNhJfE0SyN5s_SuhUw8oUwixwAf-aSQp1zMt9w&oe=6529C757&_nc_sid=bc0c2c
stoopingnyc,post,3204268992876869691,Cute lil green couch. going out on 7th st and 3rd ave rn #stooping,2023-10-01 22:17:31,None,https://www.instagram.com/p/Cx32awNOXg7,GraphImage,1,['stooping'],[],204,2,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/384986625_256442343532026_2799256081011653046_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=TpUAAkhTG4QAX-X95-S&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAWBwXWxSMefvlnc4iFe0u7Ws8G_mkmfD2otHpqcm-Tpw&oe=65294016&_nc_sid=bc0c2c
stoopingnyc,post,3204242325324348789,First and last song this bad boy played. Go! 119 Sherman. #stoopingbrooklyn,2023-10-01 21:24:32,None,https://www.instagram.com/p/Cx3wWsHOr11,GraphImage,1,['stoopingbrooklyn'],[],319,10,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/384953326_334201312467353_4353895057504150207_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=3HnGhh3LCw4AX_Z2Ist&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAk2dQVzAoXmQPTqtrOxfLYX4GZlVIZkdfhccoHDBL1vQ&oe=6528F468&_nc_sid=bc0c2c
stoopingnyc,post,3204241375431827030,‼️‼️‼️Location tagged above!! #stooping,2023-10-01 21:22:39,None,https://www.instagram.com/p/Cx3wI3dOR5W,GraphImage,1,['stooping'],[],650,16,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/384790380_1313072559596949_4466305486563855518_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=109&_nc_ohc=x0HCKzeS5YEAX8T6ffw&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCpsLfdZy0L9m0H8O7hREhKuEFKTVZ2-L9CHkNQvmtVUQ&oe=6528745B&_nc_sid=bc0c2c
stoopingnyc,post,3204205412252962859,"A family of a stoop! Matching sideboard / media console and entry way table (could be used as a desk) 
On Henry street in Brooklyn - between Kane and Degraw #stoopingbrooklyn",2023-10-01 20:11:12,None,https://www.instagram.com/p/Cx3n9iIuNAr,GraphSidecar,2,['stoopingbrooklyn'],[],510,5,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/385077687_301342339185343_2405064109205681059_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=ihVuJFP7V_MAX-BcCC7&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAkYOtZqtEsnDUdtUePP2SbtCjkk7KyauUTyEnZFoGK-w&oe=6529F373&_nc_sid=bc0c2c
stoopingnyc,post,3204205052062886631,Happy Sunday! 20 hancock! #stoopingbrooklyn,2023-10-01 20:10:29,None,https://www.instagram.com/p/Cx3n4SruGrn,GraphImage,1,['stoopingbrooklyn'],[],297,4,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/385176100_853232169728214_4370908586185146331_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=_Y4Nfj5Z5KAAX8fIfc7&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDDJfv4t0P8_cPUaHQ306UeV58ZjwFgrztgbjgwPHMUQQ&oe=65285F68&_nc_sid=bc0c2c
stoopingnyc,post,3204205003065019393,MCM needs some TLC! 81 Quincy in bed study Brooklyn #stoopingbrooklyn,2023-10-01 20:10:23,None,https://www.instagram.com/p/Cx3n3lDOEwB,GraphImage,1,['stoopingbrooklyn'],[],147,1,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/385184089_319716944070570_3484352347703817306_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=Fa02nr2gE_YAX8Zzjt5&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCQ76PKDyF5mR0HYPZu4YZgM_PU-Xd7paUzz1JuXKmJLg&oe=6529E817&_nc_sid=bc0c2c
stoopingnyc,post,3204204589556962442,Mr. Rogers neighborhood vibes! 674 47th st Brooklyn NY #stoopingbrooklyn,2023-10-01 20:09:34,None,https://www.instagram.com/p/Cx3nxj8OBSK,GraphImage,1,['stoopingbrooklyn'],[],147,2,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/384994816_1104975560487628_6235917245417087178_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=afpABaAsAdUAX-90uL4&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCOwGJoVQ1heIloeX0IC1unhZqfhj18eySfwpgF7SMTDA&oe=65288285&_nc_sid=bc0c2c
stoopingnyc,post,3204104281552317251,Guaranteed there are some people in needs of a sturdy already built dresser! Lafayette Ave btw south portland and south oxford. #stoopingbrooklyn,2023-10-01 16:50:16,None,https://www.instagram.com/p/Cx3Q941O-tD,GraphImage,1,['stoopingbrooklyn'],[],405,9,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/385171473_1154760815482961_2150617356001830958_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=MiQXvOcEOxcAX_dmm1v&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAKzMmkWN752kXIS7lTDk5iR0lw1JBXF7dotE65g9a0Og&oe=6529F1DC&_nc_sid=bc0c2c
stoopingnyc,post,3204037682707235303,"Barbie dream house! JUST the structure no accessories, brand new! 524 5th street. #stoopingbrooklyn",2023-10-01 14:37:57,None,https://www.instagram.com/p/Cx3B0v0uwHn,GraphImage,1,['stoopingbrooklyn'],[],470,8,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/384981379_690368379398388_8840679479323771360_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=Auh6YckXaawAX-oQe0z&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBrZTBR7mkhDtx90ZtlFClECHLqyDtErBOx_4zYVs9_Jg&oe=652A1B85&_nc_sid=bc0c2c
stoopingnyc,post,3203594212175027241,Legitimately a living room. 53 Troutman st. #stoopingbrooklyn,2023-09-30 23:56:51,None,https://www.instagram.com/p/Cx1c_ZtMJwp,GraphImage,1,['stoopingbrooklyn'],[],230,6,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/384351011_287051927468646_9122704252012028915_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=zp1UPHijDMMAX-WuFCH&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAViCPsXmMOr9AD3veUaXjHxO6X2IegLvGCXBdihk8iCg&oe=65285C42&_nc_sid=bc0c2c
stoopingnyc,post,3203562011916586586,Stunning vintage wood dresser in excellent condition on Clinton St at Schermerhorn in Brooklyn Heights.  #stoopingbrooklyn,2023-09-30 22:52:53,None,https://www.instagram.com/p/Cx1Vq04OU5a,GraphImage,1,['stoopingbrooklyn'],[],185,1,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/385170400_7418742988139910_7116990255748460794_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=2MaUkXhYiPkAX8L8inx&edm=APU89FABAAAA&ccb=7-5&oh=00_AfA1WMt2UVgD-R8VNSkmTyXV_PbziipauwPcEcTy7LjEWQ&oe=652A23A3&_nc_sid=bc0c2c
stoopingnyc,post,3203557973196089761,Another pic of the great piece on 12th and Greenwich! #stooping,2023-09-30 22:44:51,None,https://www.instagram.com/p/Cx1UwDhuSmh,GraphImage,1,['stooping'],[],1565,5,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/384774299_3478431809088149_7629312740626843690_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=LxbIW36T2PsAX8bfZST&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBbTXnIqABObJw6GPnom4yl9ML8m-OwXo4wY8HZSVypvQ&oe=6528866F&_nc_sid=bc0c2c
stoopingnyc,post,3203557528432169128,I think it’s safe to say that this is a need not a want. corner of 3rd and 75th next to the Starbucks(bay ridge parkway). #stoopingbrooklyn,2023-09-30 22:43:58,None,https://www.instagram.com/p/Cx1UplTulCo,GraphImage,1,['stoopingbrooklyn'],[],2144,13,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/383322365_878555377018362_3439988099786770510_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=9ayFWOfAwlgAX9s_KUF&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBgwPqX5s9GEIVPUG1i7_jVDlB921OhengvF4jJVdE2pQ&oe=65293F49&_nc_sid=bc0c2c
stoopingnyc,post,3203556346988906000,Yes please!!!! 255 west 12th. #stooping,2023-09-30 22:41:37,None,https://www.instagram.com/p/Cx1UYZAOMYQ,GraphImage,1,['stooping'],[],1287,6,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/385813096_327810729738942_7257939910230956457_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=s-nRfnYal2gAX-w5ijB&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAaBZx40yUjpZ1rxMiCKlg92tDr5-6b8YdjxNJvyGPK2g&oe=65298710&_nc_sid=bc0c2c
stoopingnyc,post,3203555305207839391,Potential! LES! Allen Street below Rivington. #stooping,2023-09-30 22:39:33,None,https://www.instagram.com/p/Cx1UJOxOzqf,GraphImage,1,['stooping'],[],156,0,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/384554078_756947122863528_8870812342865781088_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=C-siG4OUmWsAX9GFgrN&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAJtnyhkwpKn3QtKjB2CmGRm07fKqqBJ5e2Re3FSBlQqA&oe=652A0751&_nc_sid=bc0c2c
stoopingnyc,post,3203471693082973666,Is it spring yet? boerum hill- pacific between hoyt and dean #stoopingbrooklyn,2023-09-30 19:53:26,None,https://www.instagram.com/p/Cx1BIg6OtXi,GraphImage,1,['stoopingbrooklyn'],[],163,3,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/383210213_326932389811928_8615319948927676676_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=kdIoC2dQpwoAX_-MY1D&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD9KJDZkelj87XoO929WMYSyyuxJRKgLmbYrgnAQaj5Cw&oe=65286EE2&_nc_sid=bc0c2c
stoopingnyc,post,3203471059457911428,Wfh…but make it ergonomic. Across from 500 Leonard St BK #stoopingbrooklyn,2023-09-30 19:52:10,None,https://www.instagram.com/p/Cx1A_SzO6qE,GraphImage,1,['stoopingbrooklyn'],[],183,8,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/384338788_673961454690462_4720805839047227480_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=_0smjAdNBroAX8hIHAB&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDr5gEGhGXTn7M1KrBbL4PvJB5KJnOpDxg2fW0TFijNYw&oe=652978B1&_nc_sid=bc0c2c
stoopingnyc,post,3203470283771676883,"Stoop the couch, get the beer for free. What a deal. 13th street between 1st and 2nd! #stooping",2023-09-30 19:50:38,None,https://www.instagram.com/p/Cx1A0AYuwjT,GraphImage,1,['stooping'],[],344,4,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/384794455_1119315555907121_4902661871636333951_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=GQqG__VoFJAAX-Awgcf&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCsj-3nwU0yCjRUbaDG7FoGiM7dDISk8Dsqa3y9RyACQA&oe=6529FDFA&_nc_sid=bc0c2c
stoopingnyc,post,3203469910721786203,Vintageeeee! On allen and Delancey in front of Joey bats cafe #stoopingnyc,2023-09-30 19:49:53,None,https://www.instagram.com/p/Cx1Auk9OXFb,GraphImage,1,['stoopingnyc'],[],146,2,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/384585068_341386575003010_6006341295743712201_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=gUH-w4tdl14AX8kTP_c&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCbto_IE6OLHde39KwWRLzqYbrNJESpVOR9fhe-forIQg&oe=6529AC74&_nc_sid=bc0c2c
